"@timestamp",message,"geoip.ip","geoip.city_name","geoip.country_name"
"Sep 23, 2022 @ 07:30:43.948","Sep 23 07:30:43 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:28:26.140","Sep 23 07:28:22 mail postfix/smtps/smtpd[23420]: warning: unknown[182.70.125.202]: SASL LOGIN authentication failed: authentication failure","182.70.125.202",Surat,India
"Sep 23, 2022 @ 07:27:53.131","Sep 23 07:27:52 mail postfix/smtps/smtpd[18368]: warning: unknown[36.91.92.73]: SASL LOGIN authentication failed: authentication failure","36.91.92.73","-",Indonesia
"Sep 23, 2022 @ 07:27:51.129","Sep 23 07:27:47 mail postfix/smtps/smtpd[23420]: warning: unknown[8.245.7.224]: SASL LOGIN authentication failed: authentication failure","8.245.7.224",Singapore,Singapore
"Sep 23, 2022 @ 07:27:19.109","Sep 23 07:27:18 mail postfix/smtps/smtpd[18368]: warning: unknown[222.65.228.7]: SASL LOGIN authentication failed: authentication failure","222.65.228.7",Shanghai,China
"Sep 23, 2022 @ 07:23:57.962","Sep 23 07:23:57 mail postfix/smtps/smtpd[18368]: warning: cpc146546-hari24-2-0-cust18.20-2.cable.virginm.net[77.97.177.19]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:23:38.941","Sep 23 07:23:38 mail postfix/smtps/smtpd[18368]: warning: unknown[82.149.204.134]: SASL LOGIN authentication failed: authentication failure","82.149.204.134",Moscow,Russia
"Sep 23, 2022 @ 07:21:26.592","Sep 23 07:21:25 mail postfix/smtps/smtpd[18368]: warning: unknown[203.129.232.6]: SASL LOGIN authentication failed: authentication failure","203.129.232.6","-",India
"Sep 23, 2022 @ 07:21:04.380","Sep 23 07:21:03 mail postfix/smtps/smtpd[18368]: warning: unknown[61.32.22.171]: SASL LOGIN authentication failed: authentication failure","61.32.22.171",Gwangju,"South Korea"
"Sep 23, 2022 @ 07:09:34.984","Sep 23 07:09:32 mail postfix/smtps/smtpd[11812]: warning: unknown[1.215.30.44]: SASL LOGIN authentication failed: authentication failure","1.215.30.44","-","South Korea"
"Sep 23, 2022 @ 07:09:12.978","Sep 23 07:09:11 mail postfix/smtps/smtpd[11812]: warning: unknown[94.19.82.35]: SASL LOGIN authentication failed: authentication failure","94.19.82.35","St Petersburg",Russia
"Sep 23, 2022 @ 07:05:04.689","Sep 23 07:05:01 mail postfix/smtps/smtpd[11812]: warning: host2.osm3jm.ondsl.gr[94.67.125.162]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:04:49.682","Sep 23 07:04:48 mail postfix/smtps/smtpd[8531]: warning: unknown[65.65.159.190]: SASL LOGIN authentication failed: authentication failure","65.65.159.190",Alpine,"United States"
"Sep 23, 2022 @ 07:04:25.665","Sep 23 07:04:25 mail postfix/smtps/smtpd[11812]: warning: pon06-CAP00230-rocklin-ca.wavebroadband.com[24.143.127.201]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:04:20.654","Sep 23 07:04:20 mail postfix/smtps/smtpd[8531]: warning: unknown[194.146.234.28]: SASL LOGIN authentication failed: authentication failure","194.146.234.28",Zlatitsa,Bulgaria
"Sep 23, 2022 @ 07:04:18.651","Sep 23 07:04:17 mail postfix/smtps/smtpd[11812]: warning: 123.129.198.203.static.netvigator.com[203.198.129.123]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:04:10.646","Sep 23 07:04:09 mail postfix/smtps/smtpd[8531]: warning: unknown[183.97.171.92]: SASL LOGIN authentication failed: authentication failure","183.97.171.92","Goyang-si","South Korea"
"Sep 23, 2022 @ 07:01:04.399","Sep 23 07:01:04 mail postfix/smtps/smtpd[8531]: warning: ip2.patt.klfree.cz[81.201.55.252]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:00:55.390","Sep 23 07:00:54 mail postfix/smtps/smtpd[8531]: warning: unknown[109.86.147.186]: SASL LOGIN authentication failed: authentication failure","109.86.147.186",Kyiv,Ukraine
"Sep 23, 2022 @ 06:58:20.348","Sep 23 06:58:18 mail postfix/smtps/smtpd[8531]: warning: unknown[183.87.80.109]: SASL LOGIN authentication failed: authentication failure","183.87.80.109","Navi Mumbai",India
"Sep 23, 2022 @ 06:58:07.343","Sep 23 06:58:03 mail postfix/smtps/smtpd[8531]: warning: unknown[45.221.11.34]: SASL LOGIN authentication failed: authentication failure","45.221.11.34",Kampala,Uganda
"Sep 23, 2022 @ 06:47:34.836","Sep 23 06:47:32 mail postfix/smtps/smtpd[25102]: warning: unknown[200.43.144.228]: SASL LOGIN authentication failed: authentication failure","200.43.144.228",Salta,Argentina
"Sep 23, 2022 @ 06:46:32.784","Sep 23 06:46:29 mail postfix/smtps/smtpd[25102]: warning: unknown[2.135.240.22]: SASL LOGIN authentication failed: authentication failure","2.135.240.22",Petropavl,Kazakhstan
"Sep 23, 2022 @ 06:42:32.609","Sep 23 06:42:24 mail postfix/smtps/smtpd[25102]: warning: unknown[175.213.212.121]: SASL LOGIN authentication failed: authentication failure","175.213.212.121",Cheonan,"South Korea"
"Sep 23, 2022 @ 06:42:10.594","Sep 23 06:42:08 mail postfix/smtps/smtpd[1350]: warning: 110-25-88-184.adsl.fetnet.net[110.25.88.184]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:41:47.445","Sep 23 06:41:45 mail postfix/smtps/smtpd[25102]: warning: c-24-143-121-93.customer.broadstripe.net[24.143.121.93]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:41:17.374","Sep 23 06:41:17 mail postfix/smtps/smtpd[25102]: warning: unknown[183.112.26.24]: SASL LOGIN authentication failed: authentication failure","183.112.26.24","-","South Korea"
"Sep 23, 2022 @ 06:38:15.480","Sep 23 06:38:14 mail postfix/smtps/smtpd[25102]: warning: unknown[147.189.145.39]: SASL LOGIN authentication failed: authentication failure","147.189.145.39","-",Israel
"Sep 23, 2022 @ 06:38:04.474","Sep 23 06:38:00 mail postfix/smtps/smtpd[25102]: warning: unknown[223.82.232.211]: SASL LOGIN authentication failed: authentication failure","223.82.232.211","-",China
"Sep 23, 2022 @ 06:35:22.275","Sep 23 06:35:21 mail postfix/smtps/smtpd[30505]: warning: unknown[177.239.61.55]: SASL LOGIN authentication failed: authentication failure","177.239.61.55","Oaxaca City",Mexico
"Sep 23, 2022 @ 06:35:09.267","Sep 23 06:35:07 mail postfix/smtps/smtpd[25102]: warning: unknown[1.193.163.2]: SASL LOGIN authentication failed: authentication failure","1.193.163.2","-",China
"Sep 23, 2022 @ 06:23:33.196","Sep 23 06:23:33 mail postfix/smtps/smtpd[15739]: warning: unknown[218.22.26.118]: SASL LOGIN authentication failed: authentication failure","218.22.26.118",Hefei,China
"Sep 23, 2022 @ 06:23:15.185","Sep 23 06:23:13 mail postfix/smtps/smtpd[15739]: warning: unknown[187.50.165.110]: SASL LOGIN authentication failed: authentication failure","187.50.165.110",Limeira,Brazil
"Sep 23, 2022 @ 06:19:12.005","Sep 23 06:19:08 mail postfix/smtps/smtpd[15739]: warning: c-73-59-46-3.hsd1.wa.comcast.net[73.59.46.3]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:19:00.998","Sep 23 06:18:57 mail postfix/smtps/smtpd[15739]: warning: unknown[183.112.26.24]: SASL LOGIN authentication failed: authentication failure","183.112.26.24","-","South Korea"
"Sep 23, 2022 @ 06:18:40.965","Sep 23 06:18:39 mail postfix/smtps/smtpd[15739]: warning: 50-247-210-218-static.hfc.comcastbusiness.net[50.247.210.218]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:18:18.951","Sep 23 06:18:17 mail postfix/smtps/smtpd[15739]: warning: unknown[92.62.243.132]: SASL LOGIN authentication failed: authentication failure","92.62.243.132",Hadzhidimovo,Bulgaria
"Sep 23, 2022 @ 06:15:14.930","Sep 23 06:15:14 mail postfix/smtps/smtpd[15739]: warning: host-217-59-246-27.business.telecomitalia.it[217.59.246.27]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:14:55.925","Sep 23 06:14:55 mail postfix/smtps/smtpd[15739]: warning: c-71-63-249-214.hsd1.or.comcast.net[71.63.249.214]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:12:19.610","Sep 23 06:12:18 mail postfix/smtps/smtpd[19533]: warning: unknown[46.201.241.116]: SASL LOGIN authentication failed: authentication failure","46.201.241.116",Myrhorod,Ukraine
"Sep 23, 2022 @ 06:12:02.083","Sep 23 06:12:01 mail postfix/smtps/smtpd[15739]: warning: unknown[45.221.11.34]: SASL LOGIN authentication failed: authentication failure","45.221.11.34",Kampala,Uganda
"Sep 23, 2022 @ 06:06:31.947","Sep 23 06:06:31 mail postfix/smtps/smtpd[15739]: warning: 210-210-117-95.lan.sify.net[210.210.117.95]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:06:24.943","Sep 23 06:06:21 mail postfix/smtps/smtpd[15739]: warning: unknown[200.37.36.20]: SASL LOGIN authentication failed: authentication failure","200.37.36.20",Lima,Peru
"Sep 23, 2022 @ 06:01:31.514","Sep 23 06:01:31 mail postfix/smtps/smtpd[13401]: warning: c-68-62-30-217.hsd1.mi.comcast.net[68.62.30.217]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 06:01:24.227","Sep 23 06:01:17 mail postfix/smtps/smtpd[13401]: warning: unknown[220.82.197.3]: SASL LOGIN authentication failed: authentication failure","220.82.197.3","Sunchang-gun","South Korea"
"Sep 23, 2022 @ 06:00:40.964","Sep 23 06:00:37 mail postfix/smtps/smtpd[13401]: warning: unknown[125.234.252.150]: SASL LOGIN authentication failed: authentication failure","125.234.252.150","Ho Chi Minh City",Vietnam
"Sep 23, 2022 @ 06:00:07.946","Sep 23 06:00:06 mail postfix/smtps/smtpd[13401]: warning: unknown[182.70.252.182]: SASL LOGIN authentication failed: authentication failure","182.70.252.182",Indore,India
"Sep 23, 2022 @ 05:55:57.802","Sep 23 05:55:57 mail postfix/smtps/smtpd[8007]: warning: unknown[176.32.184.86]: SASL LOGIN authentication failed: authentication failure","176.32.184.86","St Petersburg",Russia
"Sep 23, 2022 @ 05:55:47.795","Sep 23 05:55:46 mail postfix/smtps/smtpd[11843]: warning: unknown[175.198.95.199]: SASL LOGIN authentication failed: authentication failure","175.198.95.199","Gwanak-gu","South Korea"
"Sep 23, 2022 @ 05:55:44.792","Sep 23 05:55:44 mail postfix/smtps/smtpd[8007]: warning: unknown[221.146.242.97]: SASL LOGIN authentication failed: authentication failure","221.146.242.97","Eunpyeong-gu","South Korea"
"Sep 23, 2022 @ 05:55:07.757","Sep 23 05:55:06 mail postfix/smtps/smtpd[8007]: warning: unknown[2.55.81.14]: SASL LOGIN authentication failed: authentication failure","2.55.81.14",Herzliya,Israel
"Sep 23, 2022 @ 05:51:59.887","Sep 23 05:51:58 mail postfix/smtps/smtpd[8007]: warning: 93-45-36-135.ip100.fastwebnet.it[93.45.36.135]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 05:51:48.881","Sep 23 05:51:47 mail postfix/smtps/smtpd[8007]: warning: xdsl-31-165-38-8.adslplus.ch[31.165.38.8]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 05:49:02.953","Sep 23 05:49:02 mail postfix/smtps/smtpd[8669]: warning: unknown[122.166.238.88]: SASL LOGIN authentication failed: authentication failure","122.166.238.88",Bengaluru,India
"Sep 23, 2022 @ 05:48:48.613","Sep 23 05:48:47 mail postfix/smtps/smtpd[8007]: warning: unknown[125.19.244.62]: SASL LOGIN authentication failed: authentication failure","125.19.244.62","-",India
